行号,国家,日期,事件名称,URL,可访问,HTTP状态码,备注,来源分类,域名,权威性
649,United States,2016-07,South China Sea Arbitration Ruling,https://www.mfa.gov.cn/web//wjb_673085/zzjg_673183/bjhysws_674671/bhzcyfllc/201607/t20160712_338577.shtml,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
650,United States,2016-09,Bilateral meeting on sidelines of G20 Summit,https://www.fmprc.gov.cn/gjhdq_676201/gj_676203/bmz_679954/1206_680528/sbgx_680532/,是,200,可访问,中国外交部(旧域名),fmprc.gov.cn,官方/政府
651,United States,2017-04,Working visit to the United States (Mar-a-Lago Summit),https://www.fmprc.gov.cn/gjhdq_676201/gj_676203/bmz_679954/1206_680528/sbgx_680532/,是,200,可访问,中国外交部(旧域名),fmprc.gov.cn,官方/政府
652,United States,2017-07,Bilateral meeting on sidelines of G20 Summit,https://www.fmprc.gov.cn/gjhdq_676201/gj_676203/bmz_679954/1206_680528/sbgx_680532/,是,200,可访问,中国外交部(旧域名),fmprc.gov.cn,官方/政府
653,United States,2017-11,State visit to China,https://www.fmprc.gov.cn/gjhdq_676201/gj_676203/bmz_679954/1206_680528/sbgx_680532/,是,200,可访问,中国外交部(旧域名),fmprc.gov.cn,官方/政府
654,United States,2018-03,Steel/aluminum tariffs imposed,https://www.whitehouse.gov/presidential-actions/2025/06/adjusting-imports-of-aluminum-and-steel-into-the-united-states/,是,200,可访问,美国白宫,whitehouse.gov,官方/政府
655,United States,2018-04,US bans ZTE from tech exports,https://apnews.com/article/id-bca32753c3a048c7b212bc5512398989,是,200,可访问,美联社(权威国际媒体),apnews.com,权威国际媒体
656,United States,2018-07,Trade War Begins,https://www.bbc.com/news/business-44707253,否,0,连接超时,BBC(权威),bbc.com,权威国际媒体
657,United States,2018-12,Huawei CFO Meng Wanzhou arrested,https://apnews.com/b5fba3e7a5b64d84ac1c6b4462292ced,是,200,重定向至: https://apnews.com/general-news-b5fba3e7a5b64d84ac1c6b4462292ced,美联社(权威国际媒体),apnews.com,权威国际媒体
658,United States,2018-12,Bilateral meeting on sidelines of G20 Summit,https://www.gov.cn/xinwen/2018-12/02/content_5345261.htm,是,200,可访问,中国政府网,gov.cn,官方/政府
659,United States,2019-05,US hikes tariffs on $200B goods,https://apnews.com/article/a80bd4f99265476d83694d62bc984ece,是,200,重定向至: https://apnews.com/article/north-america-donald-trump-ap-top-news-global-trade-p,美联社(权威国际媒体),apnews.com,权威国际媒体
660,United States,2019-06,Bilateral meeting on sidelines of G20 Summit,https://www.fmprc.gov.cn/gjhdq_676201/gj_676203/bmz_679954/1206_680528/sbgx_680532/,是,200,可访问,中国外交部(旧域名),fmprc.gov.cn,官方/政府
661,United States,2020-01,US-China Phase One deal signed,https://ustr.gov/phase-one,是,200,可访问,美国贸易代表办公室,ustr.gov,其他
662,United States,2020-03,COVID-19 Blame,https://www.mps.gov.cn/n2255079/n6865805/n7355748/n7355818/c8198788/content.html,否,521,HTTP 521 错误,中国政府网,mps.gov.cn,官方/政府
663,United States,2021-03,Anchorage Talks,https://www.mfa.gov.cn/web/zyxw/202103/t20210320_9136632.shtml,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
664,United States,2021-11,Virtual bilateral meeting (video summit),https://www.fmprc.gov.cn/gjhdq_676201/gj_676203/bmz_679954/1206_680528/sbgx_680532/,是,200,可访问,中国外交部(旧域名),fmprc.gov.cn,官方/政府
665,United States,2022-08,Pelosi visits Taiwan,https://www.fmprc.gov.cn/eng/wjb/zygy/hd/202406/t20240603_11375002.html,是,200,可访问,中国外交部(旧域名),fmprc.gov.cn,官方/政府
666,United States,2022-11,Bilateral meeting on sidelines of G20 Summit,https://www.fmprc.gov.cn/gjhdq_676201/gj_676203/bmz_679954/1206_680528/sbgx_680532/,是,200,可访问,中国外交部(旧域名),fmprc.gov.cn,官方/政府
667,United States,2023-11,Working visit to the United States (San Francisco Summit),https://www.fmprc.gov.cn/gjhdq_676201/gj_676203/bmz_679954/1206_680528/sbgx_680532/,是,200,可访问,中国外交部(旧域名),fmprc.gov.cn,官方/政府
668,United States,2024-05,Biden hikes tariffs on China EVs,https://apnews.com/article/biden-china-tariffs-electric-vehicles-evs-solar-2024ba735c47e04a50898a88425c5e2c,是,200,可访问,美联社(权威国际媒体),apnews.com,权威国际媒体
669,United States,2024-11,Xi-Biden Meeting on sidelines of APEC Summit in Lima,https://www.fmprc.gov.cn/gjhdq_676201/gj_676203/bmz_679954/1206_680528/sbgx_680532/,是,200,可访问,中国外交部(旧域名),fmprc.gov.cn,官方/政府
670,United States,2025-01,Xi-Trump phone call,https://www.fmprc.gov.cn/gjhdq_676201/gj_676203/bmz_679954/1206_680528/sbgx_680532/,是,200,可访问,中国外交部(旧域名),fmprc.gov.cn,官方/政府
671,United States,2025-01,Vice President Han Zheng attends Trump inauguration in Washington,https://www.fmprc.gov.cn/gjhdq_676201/gj_676203/bmz_679954/1206_680528/sbgx_680532/,是,200,可访问,中国外交部(旧域名),fmprc.gov.cn,官方/政府
672,United States,2025-04,US-China reciprocal tariff war escalates in April 2025,https://www.whitehouse.gov/presidential-actions/2025/04/regulating-imports-with-a-reciprocal-tariff-to-rectify-trade-practices-that-contribute-to-large-and-persistent-united-states-goods-trade-deficits/,否,404,HTTP 404 页面不存在,美国白宫,whitehouse.gov,官方/政府
673,United States,2025-06,Xi-Trump phone call,https://www.fmprc.gov.cn/gjhdq_676201/gj_676203/bmz_679954/1206_680528/sbgx_680532/,是,200,可访问,中国外交部(旧域名),fmprc.gov.cn,官方/政府
674,United States,2025-09,Xi-Trump phone call,https://www.fmprc.gov.cn/gjhdq_676201/gj_676203/bmz_679954/1206_680528/sbgx_680532/,是,200,可访问,中国外交部(旧域名),fmprc.gov.cn,官方/政府
675,United States,2025-09,China-US economic and trade talks held in Madrid,https://english.www.gov.cn/news/202509/14/content_WS68c6bcabc6d00fa19f7a26a0.html,是,200,可访问,中国政府网,english.www.gov.cn,官方/政府
676,United States,2025-10,Xi-Trump Meeting in Busan (ahead of APEC Gyeongju),https://www.fmprc.gov.cn/gjhdq_676201/gj_676203/bmz_679954/1206_680528/sbgx_680532/,是,200,可访问,中国外交部(旧域名),fmprc.gov.cn,官方/政府
677,United States,2025-11,Xi-Trump phone call,https://www.fmprc.gov.cn/gjhdq_676201/gj_676203/bmz_679954/1206_680528/sbgx_680532/,是,200,可访问,中国外交部(旧域名),fmprc.gov.cn,官方/政府
678,Vietnam,2002-02,State visit to Vietnam,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_677292/sbgx_677296/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
679,Vietnam,2004-10,Official visit to Vietnam,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_677292/sbgx_677296/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
680,Vietnam,2005-05,Joint Development Agreement,https://www.gov.cn/gongbao/content/2005/content_69357.htm,是,200,可访问,中国政府网,gov.cn,官方/政府
681,Vietnam,2005-07,State visit to China,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_677292/sbgx_677296/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
682,Vietnam,2006-11,State visit to Vietnam and attendance at APEC summit,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_677292/sbgx_677296/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
683,Vietnam,2006-11,State visit to Vietnam,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_677292/sbgx_677296/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
684,Vietnam,2007-05,Official visit to China,https://www.mfa.gov.cn/web/wjdt_674879/wsrc_674883/201609/t20160905_7739110.shtml,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
685,Vietnam,2009-04,Official visit to China and attendance at Boao Forum,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_677292/sbgx_677296/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
686,Vietnam,2010-10,Official visit to Vietnam and attendance at ASEAN summit,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_677292/sbgx_677296/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
687,Vietnam,2011-06,Vietnam says China cut seismic cables,https://apnews.com/general-news-2e3102f4501d43a18aee54149e722442,是,200,可访问,美联社(权威国际媒体),apnews.com,权威国际媒体
688,Vietnam,2011-06,Vietnam SCS Drills,https://taylorfravel.com/documents/research/fravel.2011.CSA.china.strategy.scs.pdf,否,0,异常: The read operation timed out,PDF文件,taylorfravel.com,学术
689,Vietnam,2011-10,State visit to China,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_677292/sbgx_677296/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
690,Vietnam,2012-11,Bilateral meeting on sidelines of ASEAN summit,https://www.gov.cn/yaowen/liebiao/202309/content_6902529.htm,是,200,可访问,中国政府网,gov.cn,官方/政府
691,Vietnam,2013-06,State visit to China,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_677292/sbgx_677296/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
692,Vietnam,2014-05,Haiyang Shiyou 981 oil rig crisis,https://apnews.com/general-news-4eea73c72ec94c44a268b6bbbb49a8fe,是,200,可访问,美联社(权威国际媒体),apnews.com,权威国际媒体
693,Vietnam,2014-10,Vietnam signs MoU establishing AIIB as founding member,https://en.people.cn/n/2015/1225/c90000-8995796.html,是,200,可访问,人民日报/人民网,en.people.cn,官方媒体
694,Vietnam,2014-11,Bilateral meeting on sidelines of APEC summit,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_677292/sbgx_677296/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
695,Vietnam,2015-11,Xi Visits Vietnam,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_677292/sbgx_677296/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
696,Vietnam,2016-07,South China Sea tribunal ruling,https://www.chinadaily.com.cn/a/202507/18/WS6879b545a310ad07b5d90a66.html,是,200,可访问,中国日报,chinadaily.com.cn,官方媒体
697,Vietnam,2016-09,Official visit to China,https://www.mfa.gov.cn/web/wjdt_674879/wsrc_674883/201609/t20160905_7739110.shtml,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
698,Vietnam,2017-05,State visit to China,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_677292/sbgx_677296/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
699,Vietnam,2017-05,Bilateral meeting on sidelines of Belt and Road Forum,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_677292/sbgx_677296/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
700,Vietnam,2017-11,APEC Vietnam Meeting,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_677292/sbgx_677296/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
701,Vietnam,2019-04,Bilateral meeting on sidelines of Belt and Road Forum,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_677292/sbgx_677296/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
702,Vietnam,2019-07,Haiyang Dizhi 8 at Vanguard Bank,https://apnews.com/general-news-17a0a4beaace42d59fe217271fb7c24e,是,200,可访问,美联社(权威国际媒体),apnews.com,权威国际媒体
703,Vietnam,2021-05,Virtual bilateral meeting (due to COVID-19),https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_677292/sbgx_677296/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
704,Vietnam,2021-06,"China donated 500,000 doses of Sinopharm COVID-19 vaccine to Vietnam",https://vn.china-embassy.gov.cn/sgxw/202106/t20210620_8914161.htm,是,200,可访问,中国驻外使领馆,vn.china-embassy.gov.cn,官方/政府
705,Vietnam,2022-06,Foreign Ministry Director-General Liu Jinsong met with Vietnamese Ambassador to China Pham Sao Mai,https://www.fmprc.gov.cn/eng/gjhdq_665435/2675_665437/2792_663578/2794_663582/202206/t20220627_10710374.html,是,200,可访问,中国外交部(旧域名),fmprc.gov.cn,官方/政府
706,Vietnam,2023-09,Bilateral meeting on sidelines of ASEAN summit,https://www.gov.cn/yaowen/liebiao/202309/content_6902529.htm,是,200,可访问,中国政府网,gov.cn,官方/政府
707,Vietnam,2023-12,Xi Post-COVID Visit,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_677292/sbgx_677296/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
708,Vietnam,2023-12,State visit to Vietnam,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_677292/sbgx_677296/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
709,Vietnam,2023-12,China-Vietnam joint statement,https://english.www.gov.cn/news/202312/13/content_WS6578eb43c6d0868f4e8e21cb.html,是,200,可访问,中国政府网,english.www.gov.cn,官方/政府
710,Vietnam,2024-06,Official visit to China,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_677292/sbgx_677296/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
711,Vietnam,2024-08,General Secretary and President To Lam state visit to China,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_677292/sbgx_677296/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
712,Vietnam,2024-10,Li Qiang official visit to Vietnam,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_677292/sbgx_677296/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
713,Vietnam,2024-12,Vietnam and China sign updated railway transport protocol at 44th border railway conference,https://logistics.gov.vn/vietnam-china-ink-protocol-on-railway-transport-cooperation,否,302,HTTP 302 重定向错误,政府机构,logistics.gov.vn,其他
714,Vietnam,2025-01,Xi-To Lam phone call,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_677292/sbgx_677296/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
715,Vietnam,2025-04,Xi state visit to Vietnam,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_677292/sbgx_677296/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
716,Vietnam,2025-05,Li Qiang meets PM Pham Minh Chinh on sidelines of ASEAN-China-GCC summit,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_677292/sbgx_677296/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
717,Vietnam,2025-06,PM Pham Minh Chinh visits China for WEF Annual Meeting of New Champions,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_677292/sbgx_677296/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
718,Vietnam,2025-08,Zhao Leji leads delegation to Vietnam for 80th National Day celebrations,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_677292/sbgx_677296/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
719,Vietnam,2025-08,PM Pham Minh Chinh visits China for SCO summit,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_677292/sbgx_677296/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
720,Vietnam,2025-09,President Luong Cuong visits China for WWII 80th anniversary,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_677292/sbgx_677296/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
